answer	question
it’s complicated. it depends on what type of coverage you have now how much you earn and your age and sex. if you have coverage through a large employer you probably won’t see major changes. however the requirements for large employers are still being sorted out. if you buy insurance on your own in the so-called “individual market” and qualify for premium subsidies based on your income (see <link> ) then your premiums will probably decrease. if you do not qualify for subsidies and are younger or are a male your premiums will probably increase. the reason is that the health reform law limits the ability of insurers to charge higher premiums to older consumers and females. to make up for these lost revenues insurers will increase premiums for other types of consumers. for employees of small firms the situation is more complicated. the federal government will subsidize coverage for workers in firms with fewer than 25 employees. firms with fewer than 100 employees can buy insurance through the exchange (or marketplace). firms may pass some of the savings on to employees in the form of lower premiums. some small employers will offer more generous health insurance plans to comply with the requirements of the health law. premiums will probably increase for workers in these firms. higher income medicare beneficiaries may see their premiums increase under health reform.	will my premiums go up? i have heard that they will more than double under health reform.
forget about dieting for at least six weeks postpartum and focus on eating a healthy diet. most women are sleep-deprived tired and lack the energy to exercise prepare healthy meals and do what it takes to lose weight. losing the baby weight can take upwards of a year. ideally you should take the weight off gradually aiming for one to two pounds per week.	how long should it take to lose baby weight after pregnancy?
no	should one get vaccinated for shingles again in 5 or 10 years as a booster provided shingles does not present itself
if the rash is on the same side of the back as on the chest and is only in that one area it could be an early sign of shingles medically known as varicella zoster virus. this is a reactivation of chickenpox. it occurs in the distribution of one given sensory nerve can be painful and is often followed by a blistering rash in the same location. it should be treated as early as possible in order to avoid longer-term pain after the rash resolves. i would recommend an immediate visit to your dermatologist for an evaluation.	three days ago my husband's skin started to hurt. it started with a patch on his back and has spread. what is this?
hi you cannot label a 5 month old kid as having autism or mentally retarded. wait till he attains 1 year of age. he may have delayed milestones and happens in a few normal kids as well. thanks	My 5 month old baby doesn’t reach his development milestones?
"strategies for fighting diabetes are pretty much the same as the strategies for fighting diabetic kidney disease. doctors and patients try to keep the blood sugar levels and blood pressure levels in excellent control because high glucose and/or blood pressure can accelerate the damage. an eating and exercise strategy designed to reverse the diabetes as much as possible is a top priority for slowing the kidney damage. this would involve losing as much excess body fat as possible and keeping your muscles heart and lungs in shape via cardio and resistance exercise. there are many good eating strategies. avoiding excess starch sugar and animal fat are the top priorities in my view. avoiding excess salt and protein may also slow the kidney disease. . a good way to follow the kidney disease progression or slowing is via the urine protein levels as well as the ""glomerular filtration rate"" (gfr) test."	i am a type 2 diabetic and my kidneys are in the beginning stages of breakdown. how can i slow that process?
use a condom for goodness sake! stop playing sexual roulette with your girlfriend. you may be fine this time. i don't know. but it is only a matter of time before she will become pregnant. maybe next time. viable sperm can be present in seminal fluid and that sperm can remain alive for a week or so. while a woman can only become pregnant a few days a month sperm do not understand that. many will just wait around hoping that an egg (ovum) will appear. you will sleep better if you keep all of your penile emissions. the seminal fluid and your ejaculations well-contained in a condom. and since you and your girlfriend are clearly having regular sex she could benefit from using an effective form of contraception as well. the short answer is yes and no. yes she can get pregnant from pre-cum and no she cannot get pregnant the day or two after her period ends. the long answer is as follows: using a condom and/or birth control will help keep your minds at ease and are likely your best method for not having an unwanted baby. most health departments will offer both at little to no cost. if it is true that her period ended on friday then it is highly unlikely that she will become pregnant day after pill or not. sperm can live for 24-72 hours in the female body. most will die off en-route searching for an egg however it only takes one egg and one sperm. a woman's cycle works like this. period starts and triggers a turn of events. the lh phase is the phase when her body is not fertile typically 10-16 days from the day the period starts depending on her specific cycle. then the fertile days come in to play. for about 4-5 days her body will be in a fertile state but typically it is the last two days of this particular cycle when she is most ready to get pregnant. once this phase is over her body prepares to have another period to shed the lining that has built up to accept the pregnancy. i would suggest getting an app on her phone that tracks her cycle and her most fertile times of the month. mostly because i don't see you two using a condom or birth control no matter how many people tell you that you should. at least this way you two will have a better understanding of where her body is at and when its at that point to try and keep from getting pregnant. it can take about three months to get the app lined up with her cycle to track the days with the most accuracy. please keep in mind that this is for a woman with a 'normal' cycle however even with an abnormal cycle it is highly unlikely to get pregnant within a few days of ending a period. this information comes from personal experience with tracking my own cycle to achieve pregnancy which i have done successfully. best of luck to you both! i would say you can be 99. 9% certain that she will not get pregnant. you guys may want to consider a better form of birth control however!	can a girl get pregnant from precum the day after her period then taking the morning after pill. i had sex with my gf twice this weekend. once on sat night and once sun morning. i did not use a condom nor did i cum inside of her. she just got off her period the day before we had sex. i was worried so i had her take the morning after pill. she also took the morning after pill last month for the same incident. should she be ok not getting pregnant since i didnt cum inside her and she took the pill?
"there is always a reason or reasons it is just that you don't know them right now. for some basic information put ""nosebleed"" or ""epistaxis"" in your webmd and internet search engine and you will find plenty. you need to know the proper way of stopping and nosebleed and to instruct your daughter since may happen at school. yes you do need have her examined either by her primary care medical provider or an ent. sometimes a simple office chemical cautery is all that it takes to seal off this recurrent bleeding site. she should have some basic blood tests too to check for anemia or any bleeding disorders."	nose bleeds for no reason. i have a 10 year daughter that her nose bleeds at least two times a day. she is just sitting and her nose will start bleeding. or she will sneeze and her nose just starts to bleed. what are the causes for this and should i take her to the doctor. i have used a saline solution for her nose and it makes it bleed also.
another promoted cholesterol-lowering remedy is daily a dose of apple cider vinegar. to date i have yet to see substantial evidence in the form of any clinical trial evidence that supports these claims.	can apple cider vinegar help lower cholesterol?
"a lack of insurance and an inability to pay more than a minimal amount should never prevent you from getting the help you need and deserve. licensed professionals including psychologists have an ethical responsibility to take a number of ""pro-bono"" cases. this means for little or no fee. of course there is a limit to the number of these cases that anyone can take but it's worth asking. you can call your local psychologists association explain your situation and ask for the names of psychologists in your area who would be willing to help you. you can also check social service agencies as well as any major hospital center because these entities generally have access to mental-health providers who require minimal fees."	i am unemployed and can’t get insurance. i have social anxiety gad and depression. how can i get help i can't afford?
several studies have found that blood levels of 25(oh)d could be predictive of colon cancer risk. more recently. investigators looked at both [the] risk for getting colon cancer and the ability to survive as it related to 25(oh)d blood levels among 1 017 persons. participants in the top quarter of 25(oh)d levels as opposed to the lowest quarter had significantly less colon cancer. they also had the lowest death rates from colon cancer and the lowest rates of overall mortality.	how much of an impact does vitamin d have on colon cancer?
its a kind of viral skin infection. apply local creams. do not itch scratch or apply anything warm. anti inflammatory and anti histaminic tablets will offer much of a relief.	Red bumps, then swelling turned in to blistering?
hi. you can reduce crystal formation by drinking plenty of water limiting salt intake avoid too high protein in diet and oxalate rich foods. however dairy can help by reducing stone formation as oxalate can bind to calcium and can be removed out of bon	My wife has had an Ilia conduit operation 6 years ago & has a Stoma bag, crystals forming with burning sensation?
the type and intensity of exercise appropriate for someone with alzheimer's disease depends on the person's degree of impairment. people in the early stages of the disease may enjoy exercises such as walking bowling dancing golf and swimming although supervision may be necessary. greater supervision may be required as the disease progresses. activities that could lead to injury should be avoided.	what type of exercise is beneficial for someone with alzheimer's disease?
in my opinion you have lumber disc prolapse avoid sitting completely i advice you to bed rest in hip knee 90 degree flextion for 1 week you should have a ct scan to confirm accordingly bed rest will be followed by physical therapy which should fix you without the need of surgery good luck	I collapsed and had a back spasm, I have terrible pain in back and spine?
try to exercise at least 20 to 30 minutes three times a week. studies indicate that exercising four or five times a week is even better. take it easy if you are just beginning. start exercising for 20 minutes. then you can build up to 30 minutes.	how often should i exercise to ease depression?
hi you can take supplements to get stronger or you can have an abortion if you do not want this baby now you should decide quick before you get weaker good luck	I’m afraid I can’t carry out my pregnancy, what should I do?
hi this is genetic disorder that occurs due to an overactive sympathetic nervous system combined with fear/anxiety. if its in early stages you can just be cured by a counseller. else you should consult psychiatrist and start appropriate anti-sympathetic medicines thanks	I have erythrophobia (the fear of blushing), what can I do?
they are very very similar drugs. same drug class (opiates).	why would hydrocodone come up as or hydromorphone in a drug test
"because women over age 35 are more likely to have certain problems during pregnancy the following tests may be recommended. these tests can help detect disorders before during and after your pregnancy. some of these tests require appropriate genetic counseling including a detailed discussion regarding the risks and benefits of the procedure(s). whether you choose to have the tests is up to you. talk to your health care provider to find out if any of these tests are right for you. ultrasound: a test in which high-frequency sound waves are used to produce an image of your baby. ultrasound is used early in pregnancy to determine viability (if the baby is in the uterus and if the baby's heart is beating) the presence of more than one fetus and to determine your baby's due date or gestational age (the age of the fetus). later in pregnancy ultrasound may be used to see how the baby is doing to determine placenta location and the amount of amniotic fluid around the baby. quad marker screen: a blood test in which substances in the blood sample are measured to screen for problems in the development of the fetus' brain spinal cord and other neural tissues of the central nervous system (neural tube) such as spina bifida or anencephaly. neural tube defects occur in 1 or 2 out of every 1 000 births. the quad marker screen can detect approximately 75% to 80% of open neural tube defects. the quad marker screen can also detect genetic disorders such as down syndrome a chromosomal abnormality. the quad marker screen can detect approximately 75% of down syndrome cases in women under age 35 and over 80% of down syndrome cases in women age 35 years and older. it is important to note that a ""positive” result from this blood test is not definitive for a birth defect. usually the next step is to offer the mother an amniocentesis to evaluate the baby’s chromosomes as well as an ultrasound to evaluate the baby’s body for signs of birth defects. the quad marker screen may be performed between the 15th and 20th weeks of pregnancy. first trimester screen: a newer test done between weeks 10 to 14 detects the presence of two markers in a blood sample in conjunction with an ultrasound to measure the thickness of the back of the fetus' neck. it tests for chromosomal abnormalities like down syndrome. it is essentially as accurate as the quad marker screen but results can be obtained earlier in the pregnancy. amniocentesis: amniocentesis also called an amnio is a procedure in which a small amount of amniotic fluid is removed from the sac surrounding the fetus and tested for birth defects. while it does not detect all birth defects it can be used to detect sickle cell disease cystic fibrosis muscular dystrophy tay-sachs disease or down syndrome if the parents have a significant genetic risk. amniocentesis can also detect certain neural tube defects (where the spinal cord or brain don't develop normally) such as spina bifida and anencephaly. because ultrasound is performed at the time of amniocentesis it may detect birth defects that are not detected by amniocentesis (such as cleft palate cleft lip club foot or heart defects). there are some birth defects however that will not be detected by either amniocentesis or ultrasound. chorionic villus sampling (cvs): a test in which a small sample of cells (called chorionic villi) is taken from the placenta where it attaches to the wall of the uterus. chorionic villi are tiny parts of the placenta that are formed from the fertilized egg so they have the same genes as the fetus. if you have certain risk factors you may be offered cvs as a way to detect birth defects during early pregnancy. cvs requires appropriate genetic counseling including a detailed discussion regarding the risks and benefits of the procedure."	what types of prenatal tests should i have if i become pregnant after age 35?
your first step will be to visit with your surgeon and discuss the details of your procedure. certain face-lifting procedures may result in a transient sensory nerve injury which can lead to hypersensitivity and/or pruritis (itching).	the top of my scalp continually itches after a complete facelift. my dermatologist said it was hives. what can i do?
"get a divorce because she doesn't deserve a ""man"" who considers cheating on her! jerk."	my wife is pregnant for 4 months now but she doesn't wanna have sex with me what should i do? cheat or wait? . she keeps making excuses and say im not in the mood of sex im tired and more. what should i do?
"well it's a good question. motivation is the challenge of every person who wants to achieve a goal be it weight loss becoming an oil painter or anything else. it sounds like you may have invested too much time and effort into research. everything feels overwhelming to you right now doesn't it? don't let that stop you. at a certain point you have to take the plunge and do it. stop thinking about it and just do it. i read an interesting article in which a fitness coach said there is no such thing as ""motivation;"" there are only choices. you can choose to eat an apple or you can choose to eat a candy bar. you can choose to take a walk for 10 minutes or you can choose to watch tv instead. do you see the difference here? i strongly suggest you and your friend check out webmd's diet community where you can share your fears struggles goals and successes with others who will cheer you on! you are not the first person to fear getting started on the path to a healthy life and you won't be the last. meanwhile choose goals you know you can easily accomplish. for example: today i will eat one apple instead of a candy bar today i will throw away all the junk food in my house today i will walk for 10 minutes this week i will walk for 10 minutes every day i mean come on! anyone can do 10 minutes of exercise right? of course you can! lastly don't forget to reward yourself for meeting your goals no matter how small they may be. don't use food as a reward. even if you accomplish just one thing today download a new song to your smartphone take a bubble bath or do something else to celebrate the fact that today at least you won. you don't need ""motivation. "" you just need to take the plunge. i say go for it! wishing you well!"	what is the best motivations that will get you started on your diet i tried so many things but failed <negative_smiley> plz help me. i am on this weight loss with a friend and we are finding it very hard to start. we have looked up all the information needed for weight loss and we set up our goals and meals and exercising but all of this is not going to happened if 'we cant start the diet because we feel like we cant do it and we are just so addicted to food'. anyone have a solution to this problem please help. thank you <positive_smiley>
hi. looks like valproic avid side effects but still a proper investigation for epilepsy has to be done for further confirmation. hope this helps. regards.	My sister has attacks with severe headaches and sudden chills then it ends with shivering like fits?
4 anchors are ideal if your tear was a large one. medium tears can be sutured strongly with 3 anchors. we need to know the size of the tear that you had before the surgery to comment on the surgical procedure. about the broken anchor if its embedded strongly in the bone and is immobile then do not worry. only if it loosens it needs attention and subsequent removal	Surgeon left a broken anchor in me, Should I be concerned?
there are two possibilities. first you may have completely packed your wax-filled ear against the eardrum. in this case your eardrum cannot move and thus your hearing would be diminished. second you may have ruptured your eardrum or at the very least caused trauma to the eardrum (even if you did not see any blood). for a wax impaction a warm water lavage would likely remove the packed wax however if the integrity of your eardrum has been disrupted (requires an otoscopic exam by a medical professional) washing out your ear would be contraindicated. an ent or a trained professional would need to carefully remove the wax impaction stop using q-tips! they are dangerous and earwax is not dirt. it is a beneficial protective coating for the ear canal.	i can't hear much out of my left ear after going to deep with q-tip doesn't hurt though. any suggestions to hear again. i heard a popping cracking noise before and i decided to clean my ear out. the next day it felt like swimmer's ear sort of fluid in there so i cleaned again and it felt like i went in too deep. to make clear i have no pain i just cannot hear fully out of my left ear. i have tried the ear-wax softener three times and have had no luck.
hi this is a vasculitic leg ulcer you need to check blood immunoglobulins medication is prescribed according to findings also a new technique called vacuum-assisted wound closure can be used to promote wound healing good luck	my father has wounds on both of his ankles. its been more than 8 years?
generally these procedures are cosmetic in nature and not paid for by insurance. whether or not your insurer will cover the surgery depends on whether there are legitimate medical reasons why they're needed. you'll need to work with you doctor and health plan to learn if they will be covered and how. generally these procedures are cosmetic in nature and not paid for by insurance. whether or not your insurer will cover the surgery depends on whether there are legitimate medical reasons why they're needed. you'll need to work with you doctor and health plan to learn if they will be covered and how.	will insurance cover braciaplasty and tummy tucks?
loss of voice can be caused due to many reason. injury swelling or disease such as; acid reflux (such as heartburn) thickening of the vocal chords nodules or polyps on the vocal chords muscle tension dysphonia damage to the nerves that affect how the larynx function. bronchitis is also a reason which can result of exposure to airway irritants such as tobacco smoke household cleaning agents smog etc. for more information on this you can visit pharmacysell.	why am i losing my voice but no sore throat? . i am just barely getting over bronchitis took antibiotics for it and i am still taking an inhaler.
hi this is from the uk's nhs. pain and swelling of the testicles (orchitis) affects one in four males who get mumps after puberty. the swelling is usually sudden and affects only one testicle. the testicle may also feel warm and tender. in affected boys and men swelling of their testicles normally begins four to eight days after the swelling of the parotid gland. occasionally swelling can occur up to six weeks after the swelling of the glands. any testicle pain can be eased using over-the-counter painkillers such as paracetamol or ibuprofen. if the pain is particularly severe contact your gp who may prescribe a stronger painkiller for you. applying cold or warm compresses to your testicles and wearing supportive underwear may also reduce any pain. just under half of all males who get mumps-related orchitis will notice some shrinkage of their testicles and an estimated 1 in 10 men will experience a drop in their sperm count (the amount of healthy sperm that their body can produce). however this is very rarely large enough to cause infertility. so as you can see you should still be fertile have you had a sperm test done? is your divorce because of this problem? there ways to retrieve sperm even its a very small amount with this she could have ivf that's if you have the money for this. did see a japanese guy the were only able to retrieve 7 sperms and that did the trick had twins i believe see so it can be done. do hope this helps you. good luck	small testes after mumps orchitis. my testes have shrunk badly since i had mumps orchitis my life is badly disturbed about to be divorced what are possible treatments to get my fertility back.
hi found you this answer on med help its from dr j m epp phd hi. here are the answers to your questions: 1. sperm cannot survive in hot water. however they can survive in cold or warm water for a few minutes. 2. they die very quickly once they get dry in the air are exposed to cleaning chemicals or change temperature too much. that means that when semen dries out the sperm inside are probably dead. according to the mayo clinic sperm in semen exposed to the open air will usually die within a few hours. you can also kill sperm on your hands clothes or bedding by washing them in soap and water. if you have semen on your body and need a quick clean up you can simply wipe it up with baby wipe or tissue so that the remaining semen dries quickly. the rest will probably dry in the trash long before you take out the garbage. please note that soap water or air are not effective forms of birth control if semen has gotten in or on your partner's genitals! i'm just talking about sperm that is outside the body. if there are diseases in the semen they may be more resilient depending on the disease. hopefully this information will put you at ease about the longevity of your delicate little swimmers. 3. washing your hands with very hot water and soap will kill sperm as long as you can be sure you've reached every tiny nook and cranny of your hands. a much more effective form of risk reduction is to use a barrier method such as latex. 4. varicose veins do not impair sperm production. 5. sperm begin to die on contact with air; however there are millions and millions in each ejaculation. take a drop of semen and put it on a piece of paper. as the semen dries out the sperm are dying. once the semen is totally dry the semen are all dead. that's the amount of time it takes for them all to die. the smaller the drop the quicker they're dead. dr. j do hope this helps you calm your nerves. good luck	if guy ejaculates on toilet and doesnt flush and min later girl pees water splashes on her vulva can she get pregnant? . a family member tends to never flush and i think he masturbates there. a couple of days ago i rushed to the restroom without checking if it was flushed and water splashed on my vulva. is there a chance of pregnancy? i don't know how long after i used the restroom but the toilet tab was opened so i am guessing the water was cold and there was air around. i am very worried since it was in my fertile days and i am not down for incest.
having strep (a bacteria) will not effect the effacacy of the influenza (viral) vaccine. i don't know your son's age but he should not need to be re-vaccinated. talk to his doctor	my son got a flu shot and four days later he got strep throat. does he need another flu shot?
the blackness may be due to necrosis of the iris. this may have occured due to reduced blood supply. consult a opthalmologist	My 69 year old mother who has been blind for over a year in her left eye, her iris is now completely black?
we are learning more and more each day about drug interactions with food especially juices like grapefruit. grapefruit juice has the ability to interact with certain enzymes in the body – the same enzymes that help break down medicines like statins so your body can use them. this can lead to high levels of the drug in the body and lead to a variety of health problems. it is best to avoid grapefruit while on this class of medications. you can also talk to your doctor or health care provider to see if you can be switched to a different class of medications for your cholesterol; we have a few other options besides statins. if you have any questions about drug/food interactions talk to your pharmacist. we are happy to help.	can i ever have grapefruit again if i take a statin?
baby : your baby now about in its 22nd week of development is 8. 4 inches from crown to rump and weighs about 1. 2 pounds. it is starting to produce white blood cells mostly for combating disease and infection and may respond to your touch or sounds. if you haven't felt hiccups yet you might feel some jerking motion now. mom-to-be : your uterus is about 1. 5 to 2 inches above your navel. expect to gain about a pound per week this month. glucose screens for detecting gestational diabetes are given between this week and 28 weeks. tip of the week : dad-to-be might be able to hear the baby's heartbeat by putting his ear to your abdomen.	what should i expect during week 24 of my pregnancy?
this medicine may be harmful if swallowed. if overdose or swallowing is suspected contact your local poison control center or emergency room immediately. us residents can call the us national poison hotline at 1-800-222-1222. canada residents can call a provincial poison control center.	what should i do if i suspect an overdose of hc pram?
the best way to protect your bones while losing weight is to exercise regularly and eat healthy foods. however what if you don’t want to take the slow but sure route to weight loss? “[if you are] crash dieting for a few weeks for your wedding or some other big event there probably won’t be any major impact -- although i would always advise making sure you get adequate calcium and vitamin d during that time period ” says felicia cosman md medical director of the clinical research center at helen hayes hospital in haverstraw n. y. and an editor of osteoporosis: an evidence-based guide to prevention and management. but long-term “crash” dieting can have an impact on your bone health cosman says. “if you go for six months or so eating 800 or 900 calories a day that’s likely to be bad for your bones. i would say that a threshold of at least 1 200 calories per day is about what’s needed to maintain your bones and tissues. if your caloric intake is significantly below that for an extended period of time you’re probably doing damage. ”	do weight loss diets put you at risk for osteoporosis?
hi things would depend how sexually active you was during the change over? was you not told to use condoms till the pills kicked in. so now it would be best if you took a pregnancy test or get your doctor to do one. good luck	i recently switched from the iud to bc what are the chances that i am pregnant? . i had my period two days after iud removal and started the bc on that following day.
maxillary sinus cyst management depends on its size and the manifestations. it can be left untreated if there is no related symptoms. in your case i think it could be the cause of most of your eye related problems so it must be treated specially if symptoms increased. my wishes with speedy recovery	I got a MRI of the brain and cervical spine, there is a 1.8 cm left maxillary sinus cyst, is it a concern?
the condition described cant be ignored. as there is continuous symptoms as well as you have a history of kawasaki disease which can result in cardiac sequelae…but diagnosis cant be decided just from the symptoms of palpitation and slight pains. so you should consult a doctor preferably a cardiologist as early as possible and take the necessary investigations and confirm the diagnosis provided can it be a rhythm disorder or a structural disease sequelae…. please consult as early as possible as you feel dizzy too…and let me know the investigation results thankyu	Question: For the past week now my heart has been pounding really non stop
"not really. the word ""peri"" means ""around"" and of course tonsils mean tonsils. you can still get a retropharyngeal abscess or abscess in the area of the former tonsils (assuming they were completely removed) but a true peritonsillar abscess would require. tonsils."	can you still have a peritonsillar abscess if you don't have your tonsils and adnoids?
"here is some information on the ""freezing"" effect that you may be seeing. please get in touch with your mom's doctor and discuss this behavior with him to determine exactly what's going on and needs to be done. the webmd answers staff"	"my mother has parkinson's disease. she has been having episodes of unresponsiveness. are these related to parkinson's? . these episodes vary in their duration. she just stares and does not respond to stimuli verbal or physical. it has been suggested these are ""freezing"" episodes but i am not familiar with ""brain freezing"" associated with parkinson's. thank you for your assistance."
hi this would be a threat to your fertility the only way you could find out is to go get a sperm test done and take it from there. hope this is what you want. good luck	can multiple kicks/punches to my balls over the years make me infertile? . when i was in highschool i was punched in the nuts about a dozen times (10-20 probably) and i'm wondering if that could have made me infertile even though it never was enough to send me to hospital or cause me to pee blood swell up shatter my testicles etc but it would hurt a lot for a while then still hurt a bit for like a week. no guesses please and thanks.
in babies umbilical hernias may heal themselves within four years making surgery unnecessary. for all others the standard treatment is conventional hernia-repair surgery (called herniorrhaphy). it is possible to simply live with a hernia and monitor it. the main risk of this approach is that the protruding organ may become strangulated (have its blood supply cut off) and infection and tissue death may occur as a result. a strangulated intestinal hernia may result in intestinal obstruction causing the abdomen to swell. the strangulation can also lead to infection gangrene intestinal perforation shock or even death.	what are the treatments for a hernia?
"his doctor may not be concerned (he sees lots of penises) but you are so that is sufficient to do a bit of research. a little boy's penis can just seem smaller due to an abundance of fat pads in this area or he could have a true ""hidden penis"". a hidden penis does have part inside so may need to be surgically freed around puberty. puberty is a time where hormonal influence causes a penis to grow to an adult size; the maximum size occurs around age 17. you can easily find information on hidden penis with an internet search. little boys who are on the chubby side will often havea penis that looks disproportionately smaller. since you are concerned a consultation with a pediatric urologist may offer you the reassurance you desire. the specialist may pronounce him ""normal"" or if he has a true hidden penis provide you with the information you need."	my 5yr son's penis is very small. seem to be grow in and not out. his doctor tell my not to worry but i'm worried
i'm sorry to hear you're going through this but i'm glad you've already taken steps to get a diagnosis. if you're experiencing a lot of pain you might consider putting in a call to your provider's office to ask about getting some pain medicine prescribed to you. you don't have to wait until your next visit for that. it's good news that the lump isn't life-threatening. many of the lumps and bumps that occur in the soft tissue of our bodies are simply cysts or fatty tumors (non-cancerous). if you have a cyst it could be red swollen and painful. it also could ooze. i am not trying to diagnose your problem here just providing information. with luck your doctor will be able to drain or remove the lump and then the pain will go away. hope this helps!	i have lump in the soft tissue of my left leg about 1 inch above my ankle. i have had an ultrasound and a xray and i have been told it is not life. threatening but the doctor won't tell une but it is hurting and swelling and i am taking pain killers every day. me what it is until he sees me again in june
studies show that at six months after giving birth moms who got less than six hours of sleep per night had more difficulty losing weight than moms who slept more than six hours. . getting rest is important for you to be able to focus on eating healthy and find time to be physically active. do everything you can to get enough sleep and try not to be a superwoman until you've got your energy back because weight control takes a lot of energy.	does lack of sleep affect weight loss after pregnancy?
the question should i nap it really depends. if you have a problem falling asleep at night the answer is no. there is data to suggest that the last time you were asleep is directly proportional to how long it takes you to fall asleep. so if the last time you were asleep was at 2:30 this afternoon you’re probably going to have a pretty tough time falling asleep if you have insomnia as opposed to if it was 6:30 this morning. so if you’re an insomniac or you’re someone who has a hard time falling asleep i think napping is out. however if you’re sleep deprived and socially speaking you can only get 6 and a half hours sleep but you really need 7 and a half then a nap during the day may be just the thing for you.	should i nap?
that is not an normal migraine symptom. losing speech is not an aura. i would strongly advise you to see a neurologist about this episode. expect an mri of the brain.	"why couldn't i talk while having a migraine? is that an aura too? . i thought i might've even had a stroke because i had numbness in my left fingertips and i was throwing up but i heard of an aura and i think it might be that. i wasn't able to physically make out words but i was completely ""there""."
"of course you may be serviced at an urgent care clinic but i don't see that as being your best choice. urgent care center doctors see individuals for relatively uncomplicated matters that can be resolved in one visit. conditions such as colds viruses rashes minor injuries bruises cuts requiring stiches and infections are typical types of straight forward easily diagnosable cases that respond well to immediate treatment. a migraine headache is a symptom of some other disorder within the body such as hormonal changes head/neck injury alcohol consumption sexual activity eye conditions ears nose & throat disorders emotional stress ingesting certain foods and beverages environmental factors such as breathing polluted air and many other reasons. there is also a relationship between family heredity as a predisposing factor seen in suffers with migraines. i recommend that you begin your search for resolution by making an appointment with a migraine headache specialist. other doctors who may provide you with answers to your headaches include: neurologists pain management specialists ob/gyn specialists endocrinologists and allergy specialists. the next task is to begin keeping a journal of all daily activates. it should include times dates all physical and emotional events all foods and beverages consumed and of course headaches. note the start and end times for all headaches the quality of the headache (what does it feel like? ) your pain level (1 - 10) treatments attempted and your response to those treatments. if the headaches cannot be reduced in their number of episodes or their intensity in a reasonable amount of time then going to a hospital emergency room or urgent care center is justified. in the interim take the medications as instructed maintain a quiet and dark environment during acute headache periods apply a facial ice pack/and or heat to the painful areas eat and drink nutritious meals and rest as needed. unfortunately migraine headaches are painful and may be difficult to diagnosis in the differential process of identifying the precipitating factors known (""triggers"") which are unique to the individual sufferer of a migraine headache. feel better soon."	i have had a migraine for over 48 hours. my doctor just wants to give me medicine should i get a second oppinion? . i took excedrin when the migraine started but that didn't work. i slept. that didn't work. i went to the doctor they gave me a shot of ketorolac tromethamine. that didn't work. i went to the chiropractor and had my neck adjusted and massaged. that didn't work. i took rizatriptan. that didn't work. the doctor said not to bother to come in unless it persist to next week and then they will give me more medicine. my chiropractor recommended going to urgent care. i don't know what to do.
"from what you're describing it sounds highly unlikely you could be pregnant. but i never say never when it comes to pregnancy. if your partner wore a condom throughout this encounter did not penetrate you and ejaculated into the condom then i'd say the odds of pregnancy are slim to none. if your partner did penetrate you prior to pulling out and putting on a condom that's an entirely different story because any seminal fluid (including ""pre-cum"") can contain sperm which can in turn fertilize an egg if they find one. there's no need to take a pregnancy test unless you have actually missed your period (by which i mean it's at least a week late). i realize some home pregnancy test kits say they work even before a missed period but those are not necessarily the most accurate tests. to obtain an accurate result wait until you've missed the start of your period then take a home pregnancy test first thing in the morning when your urine is the most concentrated. be very careful with the timing. if you follow all the package instructions the results should be quite accurate. wishing you all the best!"	could i be pregnant without penetration? . -i was on day 9 of my cycle. -my partner was wearing a condom. -he was near the vaginal opening but did not penetrate. -he was rubbing his penis on the clitoris. -when he ejaculated he moved away from my genitals. -i took a pregnancy test on day 27 of my cycle during the morning and it said negative. -i am extremely stressed over this situation
if you don’t sleep your brain doesn’t have the time it needs to really get rid of all of the garbage of the day and to really have that ability to rejuvenate. you have to give some things a little bit of a rest. your heart you can’t stop it. it has to keep beating alright but your brain needs that period of time rest and recuperation. your body needs it. if you can’t sleep and you can’t help yourself sleep by doing a little bit of guided imagery or some relaxation breathing or whatever then you need to consider to go and maybe get some short term sleep medication. i’m a firm believer in that. i don’t think people should become addicted to sleep medications and i think that there are a lot of fine ones on the market today that will help you sleep. so i would say you have to sleep. it’s your job. i tell some people you know what turn everything off because right now the most important job you have is to go to sleep and you can allow yourself to sleep. whatever you need and i don’t recommend alcohol. i know some people do that whatever you need that is going to help you sleep. they call it sleep hygiene. that means you do not do exercise two hours before you go to sleep. it’s too energizing okay. you sleep in a room that is dark enough quiet enough comfortable enough that you can go off to sleep. this is your time. you’re not cheating. when i hear people say oh i operate on two or three hours of sleep i say no no you are doing what the national commission on sleep has says which is you are building up a sleep debt and it is going to come to get you so don’t do that to yourself.	what is the role of sleep in stress?
hi if you have been having unprotected sex then there will always be a chance of pregnancy unless you on the bc pill and taken it daily then you should be ok. good luck	chances of pregnancy?
people who choose not to buy health insurance will be charged a penalty of just $95 or 1% of their annual income whichever is higher in 2014. that penalty grows over time. a big concern is that in order to save money people will decide to pay the penalty instead of purchasing coverage and simply wait until they become sick to sign onto a health plan. if that’s your plan you may want to reconsider. open enrollment periods will be set up to discourage people from doing this. in year one for example. in most states you’ll be able to buy insurance through your state’s new marketplace beginning october 1 2013 through march 31 2014. if you don’t sign up for insurance you’ll be locked out of the market until the following year. if you become sick during that time you’ll be left to pay for your medical care on your own.	what if i don't buy health insurance? can't i just pay the penalty and sign up for insurance if i need it?
remember either going to surgery or radioactive iodine monitoring of tsh and t4 levels is mandatory in order not to become with hypothyroidismin case of radioactive iodine doses should be adjusted properly	High thyroid level, is surgery or nuclear medicine better?
